year,reef,in/out,position,core,top/bot,total mass,sample mass,hydro 40sec,temp 40sec,hydro 2hr,temp 2hr,cor. 40sec,temp.cor. 40sec,cor. 2hr,temp.cor. 2hr,sand,silt,clay,grain,percent
2,2,IN,19,5,Bot,110.80,50.53,36.5,12.6,20.0,15.4,32.500,29.838,16.000,14.345,40.9495,30.6607,28.3898,sand,40.9495
2,2,IN,27,1,Top,34.71,34.71,26.0,12.3,15.0,15.5,22.000,19.230,11.000,9.381,44.5972,28.3750,27.0278,sand,44.5972
2,2,IN,27,2,Top,30.73,30.73,24.0,12.3,15.0,15.3,20.000,17.230,11.000,9.309,43.9300,25.7758,30.2942,sand,43.9300
2,2,IN,27,3,Top,44.69,44.69,30.0,12.4,16.0,15.3,26.000,23.266,12.000,10.309,47.9385,28.9928,23.0687,sand,47.9385
2,2,IN,27,4,Top,32.64,32.64,24.5,12.3,14.5,15.2,20.500,17.730,10.500,8.773,45.6792,27.4414,26.8794,sand,45.6792
2,2,IN,27,5,Top,34.40,34.40,25.5,12.4,15.0,15.3,21.500,18.766,11.000,9.309,45.4469,27.4909,27.0622,sand,45.4469
2,2,IN,27,1,Bot,117.40,50.01,32.0,12.5,17.5,15.4,28.000,25.302,13.500,11.845,49.4056,26.9084,23.6860,sand,49.4056
2,2,IN,27,2,Bot,122.00,50.79,33.5,12.6,18.0,15.7,29.500,26.838,14.000,12.453,47.1585,28.3224,24.5192,sand,47.1585
2,2,IN,27,3,Bot,126.10,50.46,31.0,12.6,19.5,15.5,27.000,24.338,15.500,13.881,51.7673,20.7231,27.5096,sand,51.7673
2,2,IN,27,4,Bot,141.60,50.20,29.0,12.6,15.5,15.3,25.000,22.338,11.500,9.809,55.5016,24.9578,19.5407,sand,55.5016
2,2,IN,27,5,Bot,125.70,50.49,32.5,13.0,19.0,15.6,28.500,25.982,15.000,13.417,48.5401,24.8857,26.5742,sand,48.5401
2,2,OUT,0,1,Top,40.55,40.55,28.0,15.6,15.0,17.9,25.000,23.417,12.000,11.245,42.2508,30.0190,27.7303,sand,42.2508
2,2,OUT,0,2,Top,36.43,36.43,24.5,15.8,15.0,18.0,21.500,19.989,12.000,11.281,45.1297,23.9052,30.9651,sand,45.1297
2,2,OUT,0,3,Top,44.35,44.35,23.5,15.9,13.0,18.0,20.500,19.025,10.000,9.281,57.1021,21.9721,20.9258,sand,57.1021
2,2,OUT,0,4,Top,35.86,35.86,25.0,15.3,15.0,17.8,22.000,20.309,12.000,11.209,43.3647,25.3786,31.2567,sand,43.3647
2,2,OUT,0,5,Top,29.93,29.93,24.0,15.3,15.0,17.7,21.000,19.309,12.000,11.173,35.4848,27.1858,37.3294,sand,35.4848
2,2,OUT,0,1,Bot,128.20,50.76,32.0,15.4,19.0,17.7,29.000,27.345,16.000,15.173,46.1281,23.9809,29.8910,sand,46.1281
2,2,OUT,0,2,Bot,121.60,50.13,32.0,15.3,17.5,17.6,29.000,27.309,14.500,13.637,45.5228,27.2745,27.2027,sand,45.5228
2,2,OUT,0,3,Bot,122.70,50.06,29.0,15.3,17.0,17.6,26.000,24.309,14.000,13.137,51.4395,22.3186,26.2419,sand,51.4395
2,2,OUT,0,4,Bot,117.70,50.37,33.0,15.3,20.0,17.6,30.000,28.309,17.000,16.137,43.7971,24.1665,32.0364,sand,43.7971
2,2,OUT,0,5,Bot,115.30,50.42,35.5,15.3,20.5,17.5,32.500,30.809,17.500,16.601,38.8945,28.1806,32.9249,sand,38.8945
2,2,OUT,12,1,Top,30.43,30.43,24.0,15.2,14.5,17.5,21.000,19.273,11.500,10.601,36.6630,28.5005,34.8365,sand,36.6630
2,2,OUT,12,2,Top,31.15,31.15,22.5,15.2,15.0,17.5,19.500,17.773,12.000,11.101,42.9424,21.4212,35.6364,sand,42.9424
2,2,OUT,12,3,Top,33.71,33.71,22.0,15.1,14.0,17.6,19.000,17.237,11.000,10.137,48.8654,21.0642,30.0704,sand,48.8654
2,2,OUT,12,4,Top,34.17,34.17,24.0,15.2,14.0,17.6,21.000,19.273,11.000,10.137,43.5954,26.7390,29.6656,sand,43.5954
2,2,OUT,12,5,Top,35.95,35.95,25.0,15.2,14.5,17.4,22.000,20.273,11.500,10.565,43.6066,27.0060,29.3874,sand,43.6066
2,2,OUT,12,1,Bot,127.20,50.60,33.5,15.3,19.0,17.5,30.500,28.809,16.000,15.101,43.0644,27.0922,29.8434,sand,43.0644
2,2,OUT,12,2,Bot,121.50,50.32,35.0,15.4,19.5,17.5,32.000,30.345,16.500,15.601,39.6952,29.3017,31.0031,sand,39.6952
2,2,OUT,12,3,Bot,122.10,50.45,35.5,15.4,20.5,17.6,32.500,30.845,17.500,16.637,38.8595,28.1638,32.9767,sand,38.8595
2,2,OUT,12,4,Bot,135.10,50.37,32.5,15.5,18.5,17.5,29.500,27.881,15.500,14.601,44.6469,26.3661,28.9870,sand,44.6469
2,2,OUT,12,5,Bot,128.10,50.05,30.5,15.6,18.5,17.6,27.500,25.917,15.500,14.637,48.2171,22.5387,29.2442,sand,48.2171
2,2,OUT,19,1,Top,36.30,36.30,25.0,15.4,14.5,16.6,21.500,19.845,11.500,10.277,45.3295,26.3591,28.3113,sand,45.3295
2,2,OUT,19,2,Top,30.08,30.08,22.5,15.4,14.5,16.6,19.000,17.345,11.500,10.277,42.3358,23.4985,34.1656,sand,42.3358
2,2,OUT,19,3,Top,46.75,46.75,28.0,15.5,18.0,16.6,24.500,22.881,15.000,13.777,51.0559,19.4745,29.4696,sand,51.0559
2,2,OUT,19,4,Top,40.88,40.88,29.0,15.3,14.0,16.4,25.500,23.809,11.000,9.705,41.7578,34.5018,23.7404,sand,41.7578
2,2,OUT,19,5,Top,34.64,34.64,24.5,15.2,15.0,16.5,21.000,19.273,12.000,10.741,44.3607,24.6316,31.0077,sand,44.3607
2,2,OUT,19,1,Bot,125.60,50.38,34.0,15.3,20.5,16.5,30.500,28.809,17.500,16.241,42.8158,24.9471,32.2371,sand,42.8158
2,2,OUT,19,2,Bot,124.40,50.10,33.5,15.2,19.0,16.4,30.000,28.273,16.000,14.705,43.5660,27.0826,29.3515,sand,43.5660
2,2,OUT,19,3,Bot,108.50,50.31,35.5,15.2,21.0,16.5,32.000,30.273,18.000,16.741,39.8262,26.8980,33.2758,sand,39.8262
2,2,OUT,19,4,Bot,117.30,50.40,32.5,15.1,19.0,16.4,29.000,27.237,16.000,14.705,45.9574,24.8659,29.1767,sand,45.9574
2,2,OUT,19,5,Bot,119.40,50.48,33.5,15.1,18.5,16.6,30.000,28.237,15.500,14.277,44.0621,27.6554,28.2825,sand,44.0621
2,2,OUT,27,1,Top,31.82,31.82,24.0,15.0,15.0,16.4,20.500,18.702,12.000,10.705,41.2272,25.1302,33.6426,sand,41.2272
2,2,OUT,27,2,Top,37.57,37.57,24.5,15.1,16.0,16.4,21.000,19.237,13.000,11.705,48.7957,20.0489,31.1554,sand,48.7957
2,2,OUT,27,3,Top,33.03,33.03,22.0,15.0,14.0,16.3,18.500,16.702,11.000,9.669,49.4354,21.2909,29.2737,sand,49.4354
2,2,OUT,27,4,Top,27.49,27.49,20.0,15.0,14.0,16.4,16.500,14.702,11.000,9.705,46.5206,18.1754,35.3040,sand,46.5206
2,2,OUT,27,5,Top,31.77,31.77,24.5,15.1,15.5,16.5,21.000,19.237,12.500,11.241,39.4477,25.1697,35.3826,sand,39.4477
2,2,OUT,27,1,Bot,140.10,50.20,30.5,15.1,19.0,16.5,27.000,25.237,16.000,14.741,49.7262,20.9092,29.3646,sand,49.7262
2,2,OUT,27,2,Bot,109.80,50.56,34.0,15.2,21.5,16.5,30.500,28.773,18.500,17.241,43.0905,22.8093,34.1002,sand,43.0905
2,2,OUT,27,3,Bot,107.80,50.33,34.0,15.2,20.0,16.5,30.500,28.773,17.000,15.741,42.8304,25.8939,31.2757,sand,42.8304
2,2,OUT,27,4,Bot,124.20,50.38,32.5,15.2,20.5,16.5,29.000,27.273,17.500,16.241,45.8645,21.8984,32.2371,sand,45.8645
2,2,OUT,27,5,Bot,126.10,50.09,32.5,15.3,19.5,16.5,29.000,27.309,16.500,15.241,45.4793,24.0934,30.4273,sand,45.4793
2,3,IN,0,1,Top,28.86,28.86,24.5,13.1,13.5,15.8,21.000,18.518,10.000,8.489,35.8348,34.7499,29.4153,sand,35.8348
2,3,IN,0,2,Top,31.80,31.80,24.0,13.2,14.5,15.8,20.500,18.054,11.000,9.489,43.2263,26.9333,29.8404,sand,43.2263
2,3,IN,0,3,Top,29.59,29.59,24.0,13.3,15.0,16.0,20.500,18.090,11.500,10.061,38.8644,27.1335,34.0020,sand,38.8644
2,3,IN,0,4,Top,27.75,27.75,23.0,12.8,14.0,15.6,19.500,16.910,10.500,8.917,39.0625,28.8030,32.1345,sand,39.0625
2,3,IN,0,5,Top,50.95,50.95,27.0,12.6,15.5,15.6,23.500,20.838,12.000,10.417,59.1006,20.4532,20.4462,sand,59.1006
2,3,IN,0,1,Bot,116.80,50.41,31.0,12.7,19.0,15.6,27.500,24.874,15.500,13.917,50.6562,21.7355,27.6083,sand,50.6562
2,3,IN,0,2,Bot,105.60,50.78,32.0,12.7,18.0,15.6,28.500,25.874,14.500,12.917,49.0465,25.5157,25.4378,sand,49.0465
2,3,IN,0,3,Bot,114.60,50.79,35.0,12.6,20.0,15.5,31.500,28.838,16.500,14.881,43.2207,27.4796,29.2998,sand,43.2207
2,3,IN,0,4,Bot,106.30,50.08,35.0,12.6,20.0,15.6,31.500,28.838,16.500,14.917,42.4157,27.7973,29.7870,sand,42.4157
2,3,IN,0,5,Bot,119.90,50.36,28.5,12.6,16.5,15.5,25.000,22.338,13.000,11.381,55.6429,21.7571,22.6000,sand,55.6429
2,3,IN,12,1,Top,41.18,41.18,27.0,12.6,16.5,15.5,23.500,20.838,13.000,11.381,49.3972,22.9647,27.6381,sand,49.3972
2,3,IN,12,2,Top,41.38,41.38,25.5,12.6,15.5,15.3,22.000,19.338,12.000,10.309,53.2667,21.8193,24.9140,sand,53.2667
2,3,IN,12,3,Top,30.37,30.37,22.0,12.5,14.0,15.3,18.500,15.802,10.500,8.809,47.9676,23.0255,29.0069,sand,47.9676
2,3,IN,12,4,Top,33.23,33.23,23.5,12.5,14.5,15.3,20.000,17.302,11.000,9.309,47.9318,24.0531,28.0151,sand,47.9318
2,3,IN,12,5,Top,38.20,38.20,26.0,12.5,15.5,15.4,22.500,19.802,12.000,10.345,48.1616,24.7562,27.0821,sand,48.1616
2,3,IN,12,1,Bot,127.20,50.17,33.0,12.6,20.0,15.3,29.500,26.838,16.500,14.809,46.5054,23.9761,29.5185,sand,46.5054
2,3,IN,12,2,Bot,116.20,50.23,37.0,12.7,21.5,15.5,33.500,30.874,18.000,16.381,38.5344,28.8530,32.6127,sand,38.5344
2,3,IN,12,3,Bot,101.10,50.06,34.0,12.7,20.0,15.4,30.500,27.874,16.500,14.845,44.3184,26.0264,29.6552,sand,44.3184
2,3,IN,12,4,Bot,134.20,50.38,30.0,12.9,18.0,15.5,26.500,23.946,14.500,12.881,52.4690,21.9626,25.5684,sand,52.4690
2,3,IN,12,5,Bot,105.10,50.05,36.0,13.0,21.0,15.6,32.500,29.982,17.500,15.917,40.0957,28.1015,31.8028,sand,40.0957
2,3,IN,19,1,Top,36.06,36.06,26.0,14.5,14.0,16.9,22.500,20.522,10.500,9.385,43.0903,30.8839,26.0259,sand,43.0903
2,3,IN,19,2,Top,32.79,32.79,24.5,14.5,15.0,16.8,21.000,19.022,11.500,10.349,41.9895,26.4492,31.5613,sand,41.9895
2,3,IN,19,3,Top,33.30,33.30,29.0,14.6,17.5,16.9,25.500,23.558,14.000,12.885,29.2564,32.0501,38.6935,sand,29.2564
2,3,IN,19,4,Top,32.93,32.93,25.0,13.8,15.0,16.5,21.500,19.270,11.500,10.241,41.4824,27.4182,31.0995,sand,41.4824
2,3,IN,19,5,Top,39.82,39.82,26.5,13.9,15.5,16.6,23.000,20.806,12.000,10.777,47.7503,25.1854,27.0643,sand,47.7503
2,3,IN,19,1,Bot,106.30,50.18,36.5,14.0,21.0,16.6,33.000,30.842,17.500,16.277,38.5377,29.0251,32.4373,sand,38.5377
2,3,IN,19,2,Bot,125.30,50.24,34.0,13.7,19.0,16.5,30.500,28.234,15.500,14.241,43.8020,27.8520,28.3460,sand,43.8020
2,3,IN,19,3,Bot,114.80,50.11,37.5,13.8,20.0,16.4,34.000,31.770,16.500,15.205,36.5998,33.0568,30.3434,sand,36.5998
2,3,IN,19,4,Bot,130.90,50.41,31.5,13.7,18.5,16.5,28.000,25.734,15.000,13.741,48.9508,23.7906,27.2586,sand,48.9508
2,3,IN,19,5,Bot,110.20,50.33,34.0,13.6,19.0,16.5,30.500,28.198,15.500,14.241,43.9739,27.7307,28.2954,sand,43.9739
2,3,IN,27,1,Top,38.57,38.57,29.5,13.6,16.5,16.3,26.000,23.698,13.000,11.669,38.5587,31.1870,30.2544,sand,38.5587
2,3,IN,27,2,Top,44.26,44.26,28.0,13.8,16.0,16.5,24.500,22.270,12.500,11.241,49.6840,24.9182,25.3978,sand,49.6840
2,3,IN,27,3,Top,43.59,43.59,29.5,13.7,16.0,16.3,26.000,23.734,12.500,11.169,45.5520,28.8249,25.6231,sand,45.5520
2,3,IN,27,4,Top,43.20,43.20,30.0,13.7,16.5,16.3,26.500,24.234,13.000,11.669,43.9030,29.0851,27.0118,sand,43.9030
2,3,IN,27,5,Top,33.99,33.99,26.0,13.8,16.0,16.4,22.500,20.270,12.500,11.205,40.3652,26.6690,32.9658,sand,40.3652
2,3,IN,27,1,Bot,121.20,50.40,33.5,13.9,19.0,16.3,30.000,27.806,15.500,14.169,44.8297,27.0570,28.1133,sand,44.8297
2,3,IN,27,2,Bot,118.20,50.30,32.0,14.0,19.0,16.6,28.500,26.342,15.500,14.277,47.6306,23.9856,28.3837,sand,47.6306
2,3,IN,27,3,Bot,104.50,50.05,35.5,14.0,19.5,16.6,32.000,29.842,16.000,14.777,40.3760,30.0995,29.5245,sand,40.3760
2,3,IN,27,4,Bot,112.70,50.49,35.0,14.0,22.0,16.5,31.500,29.342,18.500,17.241,41.8859,23.9666,34.1475,sand,41.8859
2,3,IN,27,5,Bot,135.30,50.89,32.5,14.1,18.5,16.5,29.000,26.878,15.000,13.741,47.1846,25.8140,27.0015,sand,47.1846
2,3,OUT,0,1,Top,43.54,43.54,25.5,15.3,14.0,17.3,22.500,20.809,11.000,10.029,52.2062,24.7602,23.0336,sand,52.2062
2,3,OUT,0,2,Top,36.87,36.87,25.5,15.3,15.0,17.4,22.500,20.809,12.000,11.065,43.5600,26.4297,30.0103,sand,43.5600
2,3,OUT,0,3,Top,37.95,37.95,26.0,15.3,15.5,17.4,23.000,21.309,12.500,11.565,43.8487,25.6775,30.4737,sand,43.8487
2,3,OUT,0,4,Top,41.30,41.30,26.5,14.9,15.0,17.1,23.500,21.666,12.000,10.957,47.5411,25.9290,26.5300,sand,47.5411
2,3,OUT,0,5,Top,44.00,44.00,24.0,14.9,13.5,17.3,21.000,19.166,10.500,9.529,56.4420,21.9016,21.6564,sand,56.4420
2,3,OUT,0,1,Bot,117.90,50.66,33.0,15.0,19.0,17.1,30.000,28.202,16.000,14.957,44.3318,26.1442,29.5240,sand,44.3318
2,3,OUT,0,2,Bot,98.40,50.31,35.0,14.8,18.0,17.1,32.000,30.130,15.000,13.957,40.1122,32.1461,27.7417,sand,40.1122
2,3,OUT,0,3,Bot,119.60,50.48,33.0,14.9,18.0,17.3,30.000,28.166,15.000,14.029,44.2046,28.0046,27.7908,sand,44.2046
2,3,OUT,0,4,Bot,118.40,50.19,31.5,14.9,18.0,17.1,28.500,26.666,15.000,13.957,46.8708,25.3211,27.8081,sand,46.8708
2,3,OUT,0,5,Bot,120.30,50.25,32.0,14.9,17.0,17.3,29.000,27.166,14.000,13.029,45.9392,28.1328,25.9280,sand,45.9392
2,3,OUT,12,1,Top,28.51,28.51,22.5,14.8,13.5,17.1,19.500,17.630,10.500,9.457,38.1636,28.6660,33.1704,sand,38.1636
2,3,OUT,12,2,Top,36.57,36.57,27.0,15.0,15.5,17.3,24.000,22.202,12.500,11.529,39.2904,29.1843,31.5253,sand,39.2904
2,3,OUT,12,3,Top,44.17,44.17,29.5,14.9,17.0,17.1,26.500,24.666,14.000,12.957,44.1577,26.5082,29.3341,sand,44.1577
2,3,OUT,12,4,Top,39.86,39.86,25.5,14.9,14.5,17.1,22.500,20.666,11.500,10.457,48.1547,25.6113,26.2340,sand,48.1547
2,3,OUT,12,5,Top,28.67,28.67,22.5,14.9,14.0,17.0,19.500,17.666,11.000,9.921,38.3832,27.0130,34.6038,sand,38.3832
2,3,OUT,12,1,Bot,134.40,50.13,31.5,15.0,18.5,17.1,28.500,26.702,15.500,14.457,46.7355,24.4258,28.8388,sand,46.7355
2,3,OUT,12,2,Bot,113.50,50.05,35.0,15.1,20.0,17.2,32.000,30.237,17.000,15.993,39.5855,28.4608,31.9537,sand,39.5855
2,3,OUT,12,3,Bot,110.30,50.26,32.5,15.1,18.5,17.2,29.500,27.737,15.500,14.493,44.8120,26.3522,28.8357,sand,44.8120
2,3,OUT,12,4,Bot,108.50,50.66,35.0,15.1,21.0,17.1,32.000,30.237,18.000,16.957,40.3129,26.2152,33.4719,sand,40.3129
2,3,OUT,12,5,Bot,102.00,50.18,34.5,15.1,18.5,17.2,31.500,29.737,15.500,14.493,40.7384,30.3799,28.8817,sand,40.7384
2,3,OUT,19,1,Top,50.29,50.29,29.0,13.3,15.0,16.5,25.500,23.090,11.500,10.241,54.0863,25.5497,20.3640,sand,54.0863
2,3,OUT,19,2,Top,46.65,46.65,30.5,13.4,16.0,16.7,27.000,24.626,12.500,11.313,47.2112,28.5380,24.2508,sand,47.2112
2,3,OUT,19,3,Top,41.78,41.78,29.5,13.5,16.0,16.6,26.000,23.662,12.500,11.277,43.3654,29.6432,26.9914,sand,43.3654
2,3,OUT,19,4,Top,48.30,48.30,30.5,12.9,16.0,16.6,27.000,24.446,12.500,11.277,49.3869,27.2652,23.3479,sand,49.3869
2,3,OUT,19,5,Top,37.66,37.66,27.5,12.8,16.0,16.4,24.000,21.410,12.500,11.205,43.1488,27.0979,29.7533,sand,43.1488
2,3,OUT,19,1,Bot,103.80,50.15,35.5,12.8,20.0,16.2,32.000,29.410,16.500,15.133,41.3556,28.4686,30.1758,sand,41.3556
2,3,OUT,19,2,Bot,105.30,50.30,36.0,12.8,19.0,16.3,32.500,29.910,15.500,14.169,40.5365,31.2943,28.1692,sand,40.5365
2,3,OUT,19,3,Bot,79.10,50.40,38.0,12.8,20.5,16.3,34.500,31.910,17.000,15.669,36.6862,32.2243,31.0895,sand,36.6862
2,3,OUT,19,4,Bot,123.40,50.25,31.0,12.8,17.0,16.1,27.500,24.910,13.500,12.097,50.4275,25.4985,24.0740,sand,50.4275
2,3,OUT,19,5,Bot,109.90,50.38,36.0,12.8,19.0,16.2,32.500,29.910,15.500,14.133,40.6309,31.3160,28.0531,sand,40.6309
2,3,OUT,27,1,Top,45.33,45.33,28.0,12.6,16.0,16.1,24.500,21.838,12.500,11.097,51.8239,23.6952,24.4809,sand,51.8239
2,3,OUT,27,2,Top,44.84,44.84,27.5,12.8,16.5,16.1,24.000,21.410,13.000,11.597,52.2521,21.8845,25.8634,sand,52.2521
2,3,OUT,27,3,Top,50.15,50.15,30.0,12.8,16.5,16.0,26.500,23.910,13.000,11.561,52.3227,24.6240,23.0532,sand,52.3227
2,3,OUT,27,4,Top,32.69,32.69,23.5,12.7,13.5,16.1,20.000,17.374,10.000,8.597,46.8517,26.8493,26.2991,sand,46.8517
2,3,OUT,27,5,Top,34.69,34.69,25.0,12.8,15.5,16.1,21.500,18.910,12.000,10.597,45.4882,23.9636,30.5482,sand,45.4882
2,3,OUT,27,1,Bot,105.00,50.21,37.5,12.9,20.0,16.1,34.000,31.446,16.500,15.097,37.3708,32.5612,30.0681,sand,37.3708
2,3,OUT,27,2,Bot,105.30,50.75,33.5,13.0,18.5,16.2,30.000,27.482,15.000,13.633,45.8481,27.2886,26.8633,sand,45.8481
2,3,OUT,27,3,Bot,118.20,50.28,35.5,13.0,21.0,16.2,32.000,29.482,17.500,16.133,41.3642,26.5492,32.0866,sand,41.3642
2,3,OUT,27,4,Bot,135.30,50.39,29.0,13.1,17.0,16.1,25.500,23.018,13.500,12.097,54.3202,21.6728,24.0071,sand,54.3202
2,3,OUT,27,5,Bot,121.40,50.66,35.0,13.5,21.0,16.3,31.500,29.162,17.500,16.169,42.4359,25.6471,31.9169,sand,42.4359
1,1,IN,0,1,Top,51.40,51.43,23.0,19.2,12.0,19.8,20.000,19.712,10.000,9.928,61.6717,19.0243,19.3040,silt,19.0243
1,1,IN,0,2,Top,61.60,50.29,23.0,19.2,14.0,19.8,20.000,19.712,12.000,11.928,60.8029,15.4786,23.7186,silt,15.4786
1,1,IN,0,3,Top,41.20,41.21,21.0,18.6,13.0,19.6,18.000,17.496,11.000,10.856,57.5433,16.1133,26.3434,silt,16.1133
1,1,IN,0,4,Top,56.00,50.34,25.0,18.6,14.0,19.6,22.000,21.496,12.000,11.856,57.2975,19.1504,23.5521,silt,19.1504
1,1,IN,0,5,Top,36.10,35.95,20.5,18.6,12.5,19.6,17.500,16.996,10.500,10.356,52.7221,18.4709,28.8070,silt,18.4709
1,1,IN,0,1,Bot,141.10,50.08,22.0,19.1,13.5,19.8,19.000,18.676,11.500,11.428,62.7071,14.4733,22.8196,silt,14.4733
1,1,IN,0,2,Bot,151.90,50.59,27.5,18.6,18.0,19.7,24.500,23.996,16.000,15.892,52.5669,16.0196,31.4135,silt,16.0196
1,1,IN,0,3,Bot,128.10,50.75,31.5,18.6,18.5,19.6,28.500,27.996,16.500,16.356,44.8346,22.9366,32.2288,silt,22.9366
1,1,IN,0,4,Bot,109.90,50.38,30.0,18.6,17.0,19.7,27.000,26.496,15.000,14.892,47.4069,23.0336,29.5595,silt,23.0336
1,1,IN,0,5,Bot,135.60,50.60,29.0,18.5,17.5,19.6,26.000,25.460,15.500,15.356,49.6829,19.9690,30.3481,silt,19.9690
1,1,IN,12,1,Top,42.20,42.17,22.5,18.6,14.0,19.6,19.500,18.996,12.000,11.856,54.9528,16.9322,28.1151,silt,16.9322
1,1,IN,12,2,Top,40.60,40.66,24.0,18.6,15.0,19.7,21.000,20.496,13.000,12.892,49.5907,18.7022,31.7071,silt,18.7022
1,1,IN,12,3,Top,41.10,41.02,27.0,18.6,16.0,19.6,24.000,23.496,14.000,13.856,42.7196,23.5015,33.7789,silt,23.5015
1,1,IN,12,4,Top,28.50,28.51,20.0,18.8,12.5,19.8,17.000,16.568,10.500,10.428,41.8858,21.5374,36.5769,silt,21.5374
1,1,IN,12,5,Top,28.90,28.74,22.5,18.7,14.5,19.7,19.500,19.032,12.500,12.392,33.7773,23.1047,43.1179,silt,23.1047
1,1,IN,12,1,Bot,118.70,50.32,26.5,18.5,15.5,19.6,23.500,22.960,13.500,13.356,54.3711,19.0865,26.5424,silt,19.0865
1,1,IN,12,2,Bot,123.10,50.28,32.5,18.6,18.5,19.7,29.500,28.996,16.500,16.392,42.3301,25.0683,32.6016,silt,25.0683
1,1,IN,12,3,Bot,77.40,50.65,28.5,18.7,20.0,19.7,25.500,25.032,18.000,17.892,50.5777,14.0973,35.3250,silt,14.0973
1,1,IN,12,4,Bot,145.10,50.47,27.0,18.7,16.5,19.7,24.000,23.532,14.500,14.392,53.3735,18.1104,28.5161,silt,18.1104
1,1,IN,12,5,Bot,143.60,50.33,34.0,18.8,18.5,19.8,31.000,30.568,16.500,16.428,39.2641,28.0952,32.6407,silt,28.0952
1,1,IN,19,1,Top,44.80,44.22,26.0,20.9,14.0,21.9,24.500,24.824,13.000,13.683,43.8631,25.1929,30.9440,silt,25.1929
1,1,IN,19,2,Top,36.90,37.01,21.0,20.8,13.0,21.8,19.500,19.788,12.000,12.647,46.5340,19.2929,34.1731,silt,19.2929
1,1,IN,19,3,Top,49.10,49.10,25.0,20.4,14.5,21.6,23.500,23.644,13.500,14.076,51.8455,19.4875,28.6670,silt,19.4875
1,1,IN,19,4,Top,48.40,48.25,25.0,20.3,14.5,21.6,23.500,23.608,13.500,14.076,51.0717,19.7562,29.1721,silt,19.7562
1,1,IN,19,5,Top,47.60,47.77,25.0,20.3,14.0,21.6,23.500,23.608,13.000,13.576,50.5801,21.0014,28.4185,silt,21.0014
1,1,IN,19,1,Bot,117.30,49.65,28.5,20.8,16.5,21.8,27.000,27.288,15.500,16.147,45.0398,22.4377,32.5226,silt,22.4377
1,1,IN,19,2,Bot,116.10,50.22,28.0,20.6,17.5,21.6,26.500,26.716,16.500,17.076,46.8024,19.1961,34.0014,silt,19.1961
1,1,IN,19,3,Bot,118.70,50.11,28.5,20.5,17.0,21.7,27.000,27.180,16.000,16.611,45.7596,21.0903,33.1500,silt,21.0903
1,1,IN,19,4,Bot,129.20,50.58,31.0,20.4,18.5,21.6,29.500,29.644,17.500,18.076,41.3921,22.8714,35.7365,silt,22.8714
1,1,IN,19,5,Bot,125.50,50.53,27.5,20.3,16.5,21.6,26.000,26.108,15.500,16.076,48.3319,19.8543,31.8138,silt,19.8543
1,1,IN,27,1,Top,38.30,38.17,23.5,20.4,13.5,21.6,22.000,22.144,12.500,13.076,41.9862,23.7578,34.2560,silt,23.7578
1,1,IN,27,2,Top,45.80,45.86,26.5,20.5,16.0,21.6,25.000,25.180,15.000,15.576,45.0941,20.9427,33.9632,silt,20.9427
1,1,IN,27,3,Top,49.60,49.55,22.5,20.6,12.0,21.6,21.000,21.216,11.000,11.576,57.1830,19.4557,23.3613,silt,19.4557
1,1,IN,27,4,Top,43.20,42.92,24.5,20.6,14.0,21.8,23.000,23.216,13.000,13.647,45.9091,22.2935,31.7974,silt,22.2935
1,1,IN,27,5,Top,39.30,39.45,24.0,20.6,13.0,21.7,22.500,22.716,12.000,12.611,42.4187,25.6130,31.9683,silt,25.6130
1,1,IN,27,1,Bot,141.80,50.44,27.0,20.6,16.5,21.6,25.500,25.716,15.500,16.076,49.0170,19.1124,31.8706,silt,19.1124
1,1,IN,27,2,Bot,121.20,50.02,30.0,20.5,18.5,21.7,28.500,28.680,17.500,18.111,42.6632,21.1283,36.2085,silt,21.1283
1,1,IN,27,3,Bot,137.50,50.23,27.0,20.5,13.5,21.7,25.500,25.680,12.500,13.111,48.8755,25.0216,26.1029,silt,25.0216
1,1,IN,27,4,Bot,126.40,50.43,26.0,20.6,16.5,21.6,24.500,24.716,15.500,16.076,50.9898,17.1333,31.8769,silt,17.1333
1,1,IN,27,5,Bot,114.70,50.14,29.5,20.8,17.0,21.8,28.000,28.288,16.000,16.647,43.5824,23.2156,33.2020,silt,23.2156
1,1,OUT,0,1,Top,37.00,37.06,19.0,21.2,9.5,21.9,16.000,16.432,5.500,6.183,55.6621,27.6530,16.6849,silt,27.6530
1,1,OUT,0,2,Top,43.50,43.61,21.0,21.3,10.0,21.9,18.000,18.468,6.000,6.683,57.6528,27.0217,15.3255,silt,27.0217
1,1,OUT,0,3,Top,30.80,30.84,16.5,21.3,9.5,22.0,13.500,13.968,5.500,6.219,54.7094,25.1239,20.1667,silt,25.1239
1,1,OUT,0,4,Top,48.90,48.94,29.5,21.2,13.5,21.9,26.500,26.932,9.500,10.183,44.9701,34.2219,20.8080,silt,34.2219
1,1,OUT,0,5,Top,31.30,31.41,19.5,21.0,9.5,21.8,16.500,16.860,5.500,6.147,46.3238,34.1046,19.5717,silt,34.1046
1,1,OUT,0,1,Bot,104.10,50.10,26.5,21.0,14.5,21.8,23.500,23.860,10.500,11.147,52.3758,25.3737,22.2504,silt,25.3737
1,1,OUT,0,2,Bot,116.00,50.06,29.0,21.0,15.0,21.8,26.000,26.360,11.000,11.647,47.3438,29.3892,23.2670,silt,29.3892
