year,reef,in/out,position,core,top/bot,sand,silt,clay,volume (cm3),total mass,sand mass,silt mass,clay mass,sample weight,weight lost,%om
2,3,IN,0,1,Bot,50.6562,21.7355,27.6083,117.81,116.80,59.1665,25.3871,32.2464,3.0562,0.0787,2.5751
2,3,IN,0,2,Bot,49.0465,25.5157,25.4378,117.81,105.60,51.7931,26.9446,26.8623,3.0870,0.0757,2.4522
2,3,IN,0,3,Bot,43.2207,27.4796,29.2998,117.81,114.60,49.5309,31.4916,33.5775,3.0355,0.0761,2.5070
2,3,IN,0,4,Bot,42.4157,27.7973,29.7870,117.81,106.30,45.0879,29.5486,31.6636,3.0462,0.0651,2.1371
2,3,IN,0,5,Bot,55.6429,21.7571,22.6000,117.81,119.90,66.7159,26.0867,27.0974,3.0675,0.0626,2.0407
2,3,IN,12,1,Top,49.3972,22.9647,27.6381,39.26,41.18,20.3418,9.4569,11.3814,3.0648,0.0724,2.3623
2,3,IN,12,2,Top,53.2667,21.8193,24.9140,39.26,41.38,22.0418,9.0288,10.3094,3.0672,0.0736,2.3996
2,3,IN,12,3,Top,47.9676,23.0255,29.0069,39.26,30.37,14.5678,6.9928,8.8094,3.0891,0.0768,2.4862
2,3,IN,12,4,Top,47.9318,24.0531,28.0151,39.26,33.23,15.9278,7.9928,9.3094,3.1012,0.0719,2.3185
2,3,IN,12,5,Top,48.1616,24.7562,27.0821,39.26,38.20,18.3978,9.4569,10.3454,3.0660,0.0640,2.0874
2,3,IN,12,1,Bot,46.5054,23.9761,29.5185,117.81,127.20,59.1549,30.4976,37.5475,3.1146,0.0793,2.5461
2,3,IN,12,2,Bot,38.5344,28.8530,32.6127,117.81,116.20,44.7769,33.5271,37.8959,3.0503,0.0838,2.7473
2,3,IN,12,3,Bot,44.3184,26.0264,29.6552,117.81,101.10,44.8059,26.3127,29.9814,3.0561,0.0748,2.4476
2,3,IN,12,4,Bot,52.4690,21.9626,25.5684,117.81,134.20,70.4134,29.4739,34.3128,3.0525,0.0945,3.0958
2,3,IN,12,5,Bot,40.0957,28.1015,31.8028,117.81,105.10,42.1406,29.5346,33.4248,3.0699,0.0810,2.6385
2,3,IN,19,1,Top,43.0903,30.8839,26.0259,39.26,36.06,15.5384,11.1367,9.3849,3.1150,0.0601,1.9294
2,3,IN,19,2,Top,41.9895,26.4492,31.5613,39.26,32.79,13.7684,8.6727,10.3490,3.1179,0.0729,2.3381
2,3,IN,19,3,Top,29.2564,32.0501,38.6935,39.26,33.30,9.7424,10.6727,12.8849,3.0559,0.0628,2.0550
2,3,IN,19,4,Top,41.4824,27.4182,31.0995,39.26,32.93,13.6601,9.0288,10.2411,3.0478,0.0535,1.7554
2,3,IN,19,5,Top,47.7503,25.1854,27.0643,39.26,39.82,19.0142,10.0288,10.7770,3.1386,0.0732,2.3323
2,3,IN,19,1,Bot,38.5377,29.0251,32.4373,117.81,106.30,40.9655,30.8536,34.4808,3.1318,0.0683,2.1809
2,3,IN,19,2,Bot,43.8020,27.8520,28.3460,117.81,125.30,54.8839,34.8985,35.5176,3.0762,0.0741,2.4088
2,3,IN,19,3,Bot,36.5998,33.0568,30.3434,117.81,114.80,42.0165,37.9492,34.8342,3.0696,0.0867,2.8245
2,3,IN,19,4,Bot,48.9508,23.7906,27.2586,117.81,130.90,64.0766,31.1419,35.6815,3.0666,0.0621,2.0250
2,3,IN,19,5,Bot,43.9739,27.7307,28.2954,117.81,110.20,48.4593,30.5593,31.1815,3.1058,0.0760,2.4470
2,3,IN,27,1,Top,38.5587,31.1870,30.2544,39.26,38.57,14.8721,12.0288,11.6691,3.0906,0.0707,2.2876
2,3,IN,27,2,Top,49.6840,24.9182,25.3978,39.26,44.26,21.9901,11.0288,11.2411,3.0537,0.0839,2.7475
2,3,IN,27,3,Top,45.5520,28.8249,25.6231,39.26,43.59,19.8561,12.5648,11.1691,3.1087,0.0685,2.2035
2,3,IN,27,4,Top,43.9030,29.0851,27.0118,39.26,43.20,18.9661,12.5648,11.6691,3.0435,0.0691,2.2704
2,3,IN,27,5,Top,40.3652,26.6690,32.9658,39.26,33.99,13.7201,9.0648,11.2051,3.0722,0.0627,2.0409
2,3,IN,27,1,Bot,44.8297,27.0570,28.1133,117.81,121.20,54.3336,32.7931,34.0733,3.0464,0.0959,3.1480
2,3,IN,27,2,Bot,47.6306,23.9856,28.3837,117.81,118.20,56.2994,28.3510,33.5496,3.0789,0.0895,2.9069
2,3,IN,27,3,Bot,40.3760,30.0995,29.5245,117.81,104.50,42.1929,31.4539,30.8531,3.0350,0.0839,2.7644
2,3,IN,27,4,Bot,41.8859,23.9666,34.1475,117.81,112.70,47.2054,27.0104,38.4842,2.5854,0.0841,3.2529
2,3,IN,27,5,Bot,47.1846,25.8140,27.0015,117.81,135.30,63.8407,34.9263,36.5330,3.0516,0.1061,3.4769
2,3,OUT,0,1,Top,52.2062,24.7602,23.0336,39.26,43.54,22.7306,10.7806,10.0288,3.0399,0.0591,1.9441
2,3,OUT,0,2,Top,43.5600,26.4297,30.0103,39.26,36.87,16.0606,9.7446,11.0648,3.0648,0.0594,1.9381
2,3,OUT,0,3,Top,43.8487,25.6775,30.4737,39.26,37.95,16.6406,9.7446,11.5648,3.0232,0.0761,2.5172
2,3,OUT,0,4,Top,47.5411,25.9290,26.5300,39.26,41.30,19.6345,10.7087,10.9569,3.0840,0.0658,2.1336
2,3,OUT,0,5,Top,56.4420,21.9016,21.6564,39.26,44.00,24.8345,9.6367,9.5288,3.0651,0.0738,2.4078
2,3,OUT,0,1,Bot,44.3318,26.1442,29.5240,117.81,117.90,52.2672,30.8240,34.8088,3.1083,0.0811,2.6091
2,3,OUT,0,2,Bot,40.1122,32.1461,27.7417,117.81,98.40,39.4704,31.6317,27.2979,3.1060,0.0863,2.7785
2,3,OUT,0,3,Bot,44.2046,28.0046,27.7908,117.81,119.60,52.8687,33.4935,33.2378,3.0703,0.0661,2.1529
2,3,OUT,0,4,Bot,46.8708,25.3211,27.8081,117.81,118.40,55.4951,29.9802,32.9248,3.0920,0.0601,1.9437
2,3,OUT,0,5,Bot,45.9392,28.1328,25.9280,117.81,120.30,55.2649,33.8437,31.1914,3.0207,0.0810,2.6815
2,3,OUT,12,1,Top,38.1636,28.6660,33.1704,39.26,28.51,10.8804,8.1727,9.4569,3.0394,0.0635,2.0892
2,3,OUT,12,2,Top,39.2904,29.1843,31.5253,39.26,36.57,14.3685,10.6727,11.5288,3.1409,0.0770,2.4515
2,3,OUT,12,3,Top,44.1577,26.5082,29.3341,39.26,44.17,19.5045,11.7087,12.9569,3.0566,0.0682,2.2312
2,3,OUT,12,4,Top,48.1547,25.6113,26.2340,39.26,39.86,19.1945,10.2087,10.4569,3.0501,0.0608,1.9934
2,3,OUT,12,5,Top,38.3832,27.0130,34.6038,39.26,28.67,11.0045,7.7446,9.9209,3.0634,0.0674,2.2002
2,3,OUT,12,1,Bot,46.7355,24.4258,28.8388,117.81,134.40,62.8125,32.8282,38.7593,3.0435,0.0736,2.4183
2,3,OUT,12,2,Bot,39.5855,28.4608,31.9537,117.81,113.50,44.9295,32.3030,36.2675,3.0594,0.0752,2.4580
2,3,OUT,12,3,Bot,44.8120,26.3522,28.8357,117.81,110.30,49.4277,29.0665,31.8058,3.0581,0.0848,2.7730
2,3,OUT,12,4,Bot,40.3129,26.2152,33.4719,117.81,108.50,43.7395,28.4434,36.3170,3.0762,0.0598,1.9440
2,3,OUT,12,5,Bot,40.7384,30.3799,28.8817,117.81,102.00,41.5532,30.9875,29.4593,3.0645,0.0792,2.5844
2,3,OUT,19,1,Top,54.0863,25.5497,20.3640,39.26,50.29,27.2000,12.8490,10.2411,3.0486,0.0772,2.5323
2,3,OUT,19,2,Top,47.2112,28.5380,24.2508,39.26,46.65,22.0240,13.3130,11.3130,3.0941,0.0674,2.1783
2,3,OUT,19,3,Top,43.3654,29.6432,26.9914,39.26,41.78,18.1181,12.3849,11.2770,2.0539,0.0546,2.6584
2,3,OUT,19,4,Top,49.3869,27.2652,23.3479,39.26,48.30,23.8539,13.1691,11.2770,3.0595,0.0677,2.2128
2,3,OUT,19,5,Top,43.1488,27.0979,29.7533,39.26,37.66,16.2498,10.2051,11.2051,3.0406,0.0581,1.9108
2,3,OUT,19,1,Bot,41.3556,28.4686,30.1758,117.81,103.80,42.9271,29.5504,31.3224,3.0886,0.0896,2.9010
2,3,OUT,19,2,Bot,40.5365,31.2943,28.1692,117.81,105.30,42.6849,32.9529,29.6622,3.0803,0.0913,2.9640
2,3,OUT,19,3,Bot,36.6862,32.2243,31.0895,117.81,79.10,29.0188,25.4894,24.5918,3.0454,0.0931,3.0571
2,3,OUT,19,4,Bot,50.4275,25.4985,24.0740,117.81,123.40,62.2276,31.4651,29.7073,3.0681,0.0970,3.1616
2,3,OUT,19,5,Bot,40.6309,31.3160,28.0531,117.81,109.90,44.6533,34.4163,30.8303,3.0562,0.0872,2.8532
2,3,OUT,27,1,Top,51.8239,23.6952,24.4809,39.26,45.33,23.4918,10.7411,11.0972,3.0512,0.0724,2.3728
2,3,OUT,27,2,Top,52.2521,21.8845,25.8634,39.26,44.84,23.4298,9.8130,11.5972,3.1075,0.0700,2.2526
2,3,OUT,27,3,Top,52.3227,24.6240,23.0532,39.26,50.15,26.2398,12.3490,11.5612,3.0601,0.0683,2.2320
2,3,OUT,27,4,Top,46.8517,26.8493,26.2991,39.26,32.69,15.3158,8.7770,8.5972,3.0588,0.0710,2.3212
2,3,OUT,27,5,Top,45.4882,23.9636,30.5482,39.26,34.69,15.7798,8.3130,10.5972,3.0555,0.0876,2.8670
2,3,OUT,27,1,Bot,37.3708,32.5612,30.0681,117.81,105.00,39.2393,34.1892,31.5715,3.0531,0.0767,2.5122
2,3,OUT,27,2,Bot,45.8481,27.2886,26.8633,117.81,105.30,48.2780,28.7349,28.2871,3.0840,0.0712,2.3087
2,3,OUT,27,3,Bot,41.3642,26.5492,32.0866,117.81,118.20,48.8924,31.3812,37.9264,3.0494,0.0721,2.3644
2,3,OUT,27,4,Bot,54.3202,21.6728,24.0071,117.81,135.30,73.4952,29.3232,32.4816,3.0378,0.0721,2.3734
2,3,OUT,27,5,Bot,42.4359,25.6471,31.9169,117.81,121.40,51.5172,31.1356,38.7471,3.0584,0.1020,3.3351
